Key,Participant_ID,Category,Difficulty,ResponseTime,routineStart,routineEnd,Result,Start_ms,End_ms
1Item1,2,1,0,7.018957699998282,1676984669.4622722,1676984676.4812298,1.0,1676984669462.2722,1676984676481.2295
1Item2,2,1,0,12.819610300008208,1676984676.498954,1676984689.3185644,1.0,1676984676498.954,1676984689318.5645
1Item3,2,1,0,17.734157099970616,1676984689.3361669,1676984707.070324,1.0,1676984689336.1667,1676984707070.324
1Item4,2,1,1,28.35373239999172,1676984707.0870605,1676984735.4407928,1.0,1676984707087.0603,1676984735440.7927
1Item5,2,1,1,36.48539029993117,1676984735.4574869,1676984771.942877,1.0,1676984735457.4868,1676984771942.877
1Item6,2,1,1,27.52307060000021,1676984771.959428,1676984799.4824986,1.0,1676984771959.428,1676984799482.4983
1Item7,2,1,2,12.663398199947553,1676984799.4997764,1676984812.1631746,0.0,1676984799499.7764,1676984812163.1746
1Item8,2,1,2,26.7062546000816,1676984812.1843894,1676984838.8906438,0.0,1676984812184.3894,1676984838890.6438
1Item9,2,1,2,32.83550519996788,1676984838.906125,1676984871.7416303,1.0,1676984838906.125,1676984871741.6304
1Item10,2,1,2,6.476210299995728,1676984871.7576468,1676984878.2338572,1.0,1676984871757.6467,1676984878233.8572
2spl1,2,2,0,16.105887399986386,1676984952.0671475,1676984968.173035,1.0,1676984952067.1477,1676984968173.035
2spl2,2,2,0,14.449039799976164,1676984969.9977677,1676984984.4468074,0.0,1676984969997.7676,1676984984446.8074
2Item1,2,2,0,17.623109499923885,1676984986.521046,1676985004.1441555,1.0,1676984986521.046,1676985004144.1555
2Item2,2,2,0,14.62464630010072,1676985006.088297,1676985020.712943,0.0,1676985006088.2969,1676985020712.943
2Item3,2,2,0,25.24156669992953,1676985022.225292,1676985047.4668586,1.0,1676985022225.292,1676985047466.8586
2Item4,2,2,1,10.21244009991642,1676985048.7678344,1676985058.9802744,1.0,1676985048767.8345,1676985058980.2744
2Item5,2,2,1,15.877383599989116,1676985060.113615,1676985075.9909987,0.0,1676985060113.615,1676985075990.9988
2Item6,2,2,1,16.260320300003514,1676985077.3492105,1676985093.6095307,1.0,1676985077349.2104,1676985093609.5308
2Item7,2,2,2,20.859496799996123,1676985094.7897077,1676985115.6492045,1.0,1676985094789.7078,1676985115649.2046
2Item8,2,2,2,13.541462799999865,1676985117.0046911,1676985130.546154,0.0,1676985117004.6912,1676985130546.154
2Item9,2,2,2,29.5400369000854,1676985131.816083,1676985161.35612,1.0,1676985131816.083,1676985161356.12
2Item10,2,2,2,20.13911550003104,1676985163.532077,1676985183.6711926,1.0,1676985163532.0771,1676985183671.1926
3spl1,2,3,0,10.863249500049278,1676985258.6874704,1676985269.55072,1.0,1676985258687.4705,1676985269550.72
3Item15,2,3,2,10.187834999989718,1676985270.7580256,1676985280.9458606,1.0,1676985270758.0256,1676985280945.8606
3Item2,2,3,0,18.79182809998747,1676985280.963716,1676985299.7555442,1.0,1676985280963.716,1676985299755.5442
3Item5,2,3,0,14.518368900055066,1676985299.7713392,1676985314.289708,1.0,1676985299771.339,1676985314289.708
3Item12,2,3,1,15.427699699997902,1676985314.306563,1676985329.7342627,1.0,1676985314306.563,1676985329734.2627
3Item6,2,3,0,16.067476899945177,1676985329.7506645,1676985345.8181417,0.0,1676985329750.6646,1676985345818.1416
3Item8,2,3,1,18.051560499938205,1676985345.8343918,1676985363.8859522,0.0,1676985345834.3918,1676985363885.952
3Item7,2,3,1,14.737640199949965,1676985363.9024422,1676985378.6400824,1.0,1676985363902.442,1676985378640.0825
3Item9,2,3,0,12.0,1676985378.6400824,1676985390.6400824,,1676985378640.0825,1676985390640.0825
1spl1,3,1,0,19.1456933999998,1678717040.109505,1678717059.2551982,1.0,1678717040109.505,1678717059255.1982
1spl2,3,1,0,20.72870210000019,1678717059.3221974,1678717080.0508995,1.0,1678717059322.1975,1678717080050.8994
1Item1,3,1,0,25.205074800000148,1678717080.0803275,1678717105.2854023,1.0,1678717080080.3274,1678717105285.4023
1Item2,3,1,0,26.603361600000422,1678717105.3040934,1678717131.907455,1.0,1678717105304.0933,1678717131907.455
1Item3,3,1,0,16.740123399999902,1678717131.924991,1678717148.6651144,1.0,1678717131924.991,1678717148665.1145
1Item4,3,1,1,24.064989600000445,1678717148.681053,1678717172.7460425,1.0,1678717148681.053,1678717172746.0425
1Item5,3,1,1,83.3821539999999,1678717172.7642536,1678717256.1464076,1.0,1678717172764.2537,1678717256146.4077
1Item6,3,1,1,20.231434199999967,1678717256.1640189,1678717276.395453,0.0,1678717256164.0188,1678717276395.453
1Item7,3,1,2,19.564964899999723,1678717276.4142232,1678717295.9791882,1.0,1678717276414.2231,1678717295979.1882
1Item8,3,1,2,29.861888200000067,1678717295.9960124,1678717325.8579006,1.0,1678717295996.0125,1678717325857.9006
1Item9,3,1,2,31.04572479999933,1678717325.8737414,1678717356.9194665,0.0,1678717325873.7417,1678717356919.4666
1Item10,3,1,2,20.371571500000755,1678717356.940653,1678717377.3122246,1.0,1678717356940.653,1678717377312.2246
2spl1,3,2,0,7.230046099999527,1678717516.4026315,1678717523.6326776,1.0,1678717516402.6316,1678717523632.6775
2spl2,3,2,0,10.581847099998413,1678717526.929775,1678717537.5116222,0.0,1678717526929.775,1678717537511.622
2Item1,3,2,0,9.9782737000005,1678717543.0347712,1678717553.0130448,1.0,1678717543034.7712,1678717553013.045
2Item2,3,2,0,9.822451600000932,1678717554.7338617,1678717564.5563133,1.0,1678717554733.8616,1678717564556.3132
2Item3,3,2,0,21.187258799998745,1678717565.8610198,1678717587.0482786,1.0,1678717565861.0198,1678717587048.2786
2Item4,3,2,1,19.955493200001,1678717588.2096057,1678717608.165099,0.0,1678717588209.6057,1678717608165.0989
2Item5,3,2,1,23.17012600000089,1678717609.3688576,1678717632.5389836,1.0,1678717609368.8577,1678717632538.9836
2Item6,3,2,1,17.98675230000117,1678717633.6836996,1678717651.670452,1.0,1678717633683.6997,1678717651670.452
2Item7,3,2,2,50.846439500001,1678717652.90326,1678717703.7496996,1.0,1678717652903.26,1678717703749.6997
2Item8,3,2,2,39.989213000000746,1678717704.985536,1678717744.974749,1.0,1678717704985.536,1678717744974.749
2Item9,3,2,2,27.565694200000507,1678717746.0629015,1678717773.6285956,1.0,1678717746062.9016,1678717773628.5957
2Item10,3,2,2,50.53496980000091,1678717774.6573932,1678717825.192363,1.0,1678717774657.3933,1678717825192.363
3spl1,3,3,0,6.460046300000613,1678717905.9113302,1678717912.3713765,0.0,1678717905911.3303,1678717912371.3765
3Item15,3,3,2,10.482653999999457,1678717917.9806952,1678717928.463349,1.0,1678717917980.6953,1678717928463.349
3Item2,3,3,0,8.932326600001034,1678717928.477217,1678717937.4095435,1.0,1678717928477.217,1678717937409.5437
3Item5,3,3,0,5.747664700000314,1678717937.42801,1678717943.175675,1.0,1678717937428.01,1678717943175.6748
3Item12,3,3,1,13.993153999999777,1678717943.1920104,1678717957.1851645,,1678717943192.0105,1678717957185.1646
3Item6,3,3,0,7.080657299999075,1678717957.2020566,1678717964.282714,1.0,1678717957202.0566,1678717964282.714
3Item8,3,3,1,9.58235550000063,1678717964.2963307,1678717973.8786862,0.0,1678717964296.3308,1678717973878.6863
3Item7,3,3,1,13.289603200000784,1678717973.8950744,1678717987.1846776,,1678717973895.0745,1678717987184.6775
3Item9,3,3,1,6.149165999999241,1678717987.2052474,1678717993.3544135,,1678717987205.2473,1678717993354.4136
3Item17,3,3,2,10.668898099998842,1678717993.3712316,1678718004.0401297,1.0,1678717993371.2314,1678718004040.1296
3Item19,3,3,2,3.129224599999361,1678718004.0605748,1678718007.1897993,,1678718004060.5747,1678718007189.7993
3Item11,3,3,1,3.8672079000007216,1678718007.2059608,1678718011.0731688,,1678718007205.9607,1678718011073.1687
3Item4,3,3,0,7.434928800001217,1678718011.0894818,1678718018.5244107,1.0,1678718011089.482,1678718018524.4106
3Item13,3,3,2,6.533132700000351,1678718018.5412102,1678718025.074343,,1678718018541.2102,1678718025074.343
3Item10,3,3,1,4.2161508000008325,1678718025.0889902,1678718029.305141,1.0,1678718025088.9902,1678718029305.1409
3Item14,3,3,2,4.220323600000484,1678718029.317037,1678718033.537361,1.0,1678718029317.037,1678718033537.3608
3Item3,3,3,0,3.292392800000016,1678718033.554555,1678718036.8469477,1.0,1678718033554.555,1678718036846.9478
3Item20,3,3,0,2.0,1678718036.8469477,1678718038.8469477,,1678718036846.9478,1678718038846.9478
1spl1,4,1,0,9.271100000012666,1676378840.625968,1676378849.897068,1.0,1676378840625.968,1676378849897.068
1spl2,4,1,0,10.498789700039197,1676378849.9711802,1676378860.46997,0.0,1676378849971.1802,1676378860469.97
1Item1,4,1,0,15.956877299991902,1676378860.4961317,1676378876.453009,0.0,1676378860496.1316,1676378876453.0088
1Item2,4,1,0,24.23241239995696,1676378876.470489,1676378900.7029014,1.0,1676378876470.489,1676378900702.9014
1Item3,4,1,0,30.40208299999358,1676378900.7228382,1676378931.124921,1.0,1676378900722.838,1676378931124.9211
1Item4,4,1,1,27.1183466000366,1676378931.1480026,1676378958.2663493,1.0,1676378931148.0027,1676378958266.3494
1Item5,4,1,1,15.13586260000011,1676378958.2847924,1676378973.420655,1.0,1676378958284.7925,1676378973420.655
1Item6,4,1,1,17.504845100047532,1676378973.4383688,1676378990.943214,0.0,1676378973438.369,1676378990943.214
1Item7,4,1,2,33.80552460002946,1676378990.9671323,1676379024.772657,1.0,1676378990967.1323,1676379024772.657
1Item8,4,1,2,24.836232899979223,1676379024.788124,1676379049.624357,0.0,1676379024788.124,1676379049624.357
1Item9,4,1,2,24.863326199993026,1676379049.6388135,1676379074.5021398,0.0,1676379049638.8137,1676379074502.14
1Item10,4,1,2,19.13730789994588,1676379074.5185423,1676379093.6558502,1.0,1676379074518.5422,1676379093655.85
2spl1,4,2,0,8.763693799963221,1676379182.7457285,1676379191.5094223,1.0,1676379182745.7285,1676379191509.4224
2spl2,4,2,0,8.413874900026713,1676379194.9561422,1676379203.370017,1.0,1676379194956.142,1676379203370.017
2Item1,4,2,0,12.62086049997015,1676379205.388752,1676379218.0096126,1.0,1676379205388.752,1676379218009.6123
2Item2,4,2,0,14.721265500003938,1676379222.3262937,1676379237.0475593,1.0,1676379222326.2937,1676379237047.559
2Item3,4,2,0,16.113746299990453,1676379240.0362625,1676379256.150009,1.0,1676379240036.2625,1676379256150.009
2Item4,4,2,1,31.65156210004352,1676379258.0394895,1676379289.6910515,0.0,1676379258039.4895,1676379289691.0515
2Item5,4,2,1,20.075093300023585,1676379291.3222928,1676379311.397386,1.0,1676379291322.2927,1676379311397.386
2Item6,4,2,1,19.126451199990697,1676379312.7168036,1676379331.8432548,1.0,1676379312716.8037,1676379331843.255
2Item7,4,2,2,19.712050699978136,1676379333.2503731,1676379352.9624238,1.0,1676379333250.373,1676379352962.4238
2Item8,4,2,2,10.99125429999549,1676379354.1866963,1676379365.1779506,0.0,1676379354186.6963,1676379365177.9507
2Item9,4,2,2,14.326146000006702,1676379368.8226006,1676379383.1487465,0.0,1676379368822.6006,1676379383148.7466
2Item10,4,2,2,22.94019430002664,1676379384.7136495,1676379407.653844,1.0,1676379384713.6494,1676379407653.8442
3spl1,4,3,0,7.968339400016703,1676379473.761823,1676379481.7301624,1.0,1676379473761.823,1676379481730.1624
3Item15,4,3,2,8.401269399968442,1676379485.8305247,1676379494.231794,0.0,1676379485830.525,1676379494231.7942
3Item2,4,3,0,2.9258895000093617,1676379494.251655,1676379497.1775446,1.0,1676379494251.655,1676379497177.545
3Item5,4,3,0,5.886824199988041,1676379497.196273,1676379503.0830972,1.0,1676379497196.2732,1676379503083.0972
3Item12,4,3,1,10.70271350000985,1676379503.1017165,1676379513.80443,1.0,1676379503101.7166,1676379513804.43
3Item6,4,3,0,4.50671180000063,1676379513.8244393,1676379518.331151,1.0,1676379513824.4392,1676379518331.1511
3Item8,4,3,1,12.151435199950356,1676379518.3511522,1676379530.5025873,0.0,1676379518351.152,1676379530502.5874
3Item7,4,3,1,6.544215900008567,1676379530.522452,1676379537.066668,1.0,1676379530522.452,1676379537066.668
3Item9,4,3,1,9.733296499995047,1676379537.086692,1676379546.8199885,0.0,1676379537086.692,1676379546819.9883
3Item17,4,3,2,4.859480799990706,1676379546.8387446,1676379551.6982255,0.0,1676379546838.7446,1676379551698.2256
3Item19,4,3,2,11.840125099988654,1676379551.7171073,1676379563.5572324,,1676379551717.1072,1676379563557.2324
3Item11,4,3,1,9.612979999976233,1676379563.5741806,1676379573.1871605,,1676379563574.181,1676379573187.1604
3Item4,4,3,0,4.412354100029916,1676379573.2074783,1676379577.6198325,1.0,1676379573207.4785,1676379577619.8325
3Item13,4,3,2,3.86960380000528,1676379577.6399462,1676379581.50955,,1676379577639.9463,1676379581509.55
3Item10,4,3,1,6.289741099986713,1676379581.532455,1676379587.822196,0.0,1676379581532.455,1676379587822.196
3Item14,4,3,2,12.914571900037116,1676379587.84599,1676379600.760562,1.0,1676379587845.99,1676379600760.562
3Item3,4,3,0,3.95350329997018,1676379600.7879012,1676379604.7414043,1.0,1676379600787.9011,1676379604741.4043
3Item20,4,3,0,2.0,1676379604.7414043,1676379606.7414043,,1676379604741.4043,1676379606741.4043
1spl1,5,1,0,32.520809999958146,1676462372.2574875,1676462404.7782974,1.0,1676462372257.4875,1676462404778.2974
1spl2,5,1,0,25.91732729994692,1676462404.8972995,1676462430.814627,1.0,1676462404897.2996,1676462430814.627
1Item1,5,1,0,24.26056460000109,1676462430.8346496,1676462455.095214,1.0,1676462430834.6497,1676462455095.214
1Item2,5,1,0,37.41049270000076,1676462455.120078,1676462492.5305707,1.0,1676462455120.078,1676462492530.5708
1Item3,5,1,0,21.785447100002784,1676462492.5556526,1676462514.3410995,1.0,1676462492555.6526,1676462514341.0996
1Item4,5,1,1,30.922936199989635,1676462514.3687189,1676462545.291655,1.0,1676462514368.7188,1676462545291.655
1Item5,5,1,1,59.99739019997651,1676462545.3189938,1676462605.316384,1.0,1676462545318.994,1676462605316.384
1Item6,5,1,1,45.56541250000009,1676462605.3462808,1676462650.911693,1.0,1676462605346.2808,1676462650911.693
1Item7,5,1,2,30.43985500000417,1676462650.9299831,1676462681.3698382,1.0,1676462650929.9832,1676462681369.838
1Item8,5,1,2,23.64814840001054,1676462681.3914502,1676462705.0395985,1.0,1676462681391.4502,1676462705039.5984
1Item9,5,1,2,5.207665099995211,1676462705.06432,1676462710.2719853,,1676462705064.32,1676462710271.9854
1Item10,5,1,2,9.141779300000051,1676462710.2915454,1676462719.4333246,1.0,1676462710291.5454,1676462719433.3245
2spl1,5,2,0,14.388844200002495,1676462828.8051555,1676462843.1939998,1.0,1676462828805.1555,1676462843193.9998
2spl2,5,2,0,12.17703810002422,1676462846.4812443,1676462858.6582825,1.0,1676462846481.2444,1676462858658.2825
2Item1,5,2,0,17.540588499978185,1676462860.1174054,1676462877.657994,1.0,1676462860117.4055,1676462877657.994
2Item2,5,2,0,14.514791100053117,1676462878.705558,1676462893.220349,1.0,1676462878705.558,1676462893220.349
2Item3,5,2,0,13.084242799959611,1676462894.362271,1676462907.446514,1.0,1676462894362.271,1676462907446.514
2Item4,5,2,1,22.80555049999384,1676462908.7569392,1676462931.5624895,1.0,1676462908756.9392,1676462931562.4895
2Item5,5,2,1,27.23643779999111,1676462932.3376656,1676462959.5741034,1.0,1676462932337.6655,1676462959574.1033
2Item6,5,2,1,25.490503799985163,1676462960.5011978,1676462985.9917016,1.0,1676462960501.1978,1676462985991.7017
2Item7,5,2,2,39.676370900007896,1676462986.8201735,1676463026.4965444,1.0,1676462986820.1736,1676463026496.5444
2Item8,5,2,2,42.04802889999701,1676463027.4428916,1676463069.4909203,1.0,1676463027442.8916,1676463069490.9204
2Item9,5,2,2,18.91106920002494,1676463070.301917,1676463089.2129862,1.0,1676463070301.917,1676463089212.9863
2Item10,5,2,2,52.81838459998835,1676463089.964909,1676463142.7832935,0.0,1676463089964.9092,1676463142783.2937
3spl1,5,3,0,4.954158600012306,1676463224.883502,1676463229.8376606,1.0,1676463224883.502,1676463229837.6606
3spl2,5,3,0,5.339668500004336,1676463229.8617988,1676463235.2014673,1.0,1676463229861.7988,1676463235201.4673
3Item15,5,3,2,8.710425700002816,1676463235.2257073,1676463243.936133,1.0,1676463235225.7073,1676463243936.1328
3Item2,5,3,0,6.415568900003564,1676463243.9634514,1676463250.3790202,1.0,1676463243963.4514,1676463250379.0205
3Item5,5,3,0,4.296780000033323,1676463250.4041462,1676463254.7009263,1.0,1676463250404.1462,1676463254700.9265
3Item12,5,3,1,4.021118300035596,1676463254.7140918,1676463258.7352102,1.0,1676463254714.0918,1676463258735.2102
3Item6,5,3,0,3.03004649997456,1676463258.752574,1676463261.7826204,1.0,1676463258752.574,1676463261782.6204
3Item8,5,3,1,9.408941100002266,1676463261.8028257,1676463271.2117667,1.0,1676463261802.8257,1676463271211.7666
3Item7,5,3,1,6.296765899984166,1676463271.2380362,1676463277.534802,1.0,1676463271238.036,1676463277534.802
3Item9,5,3,1,10.054493699979504,1676463277.5516722,1676463287.606166,1.0,1676463277551.672,1676463287606.1658
3Item17,5,3,2,8.74855340004433,1676463287.619804,1676463296.3683574,0.0,1676463287619.804,1676463296368.3574
3Item19,5,3,2,19.173947600007523,1676463296.3855462,1676463315.5594938,1.0,1676463296385.546,1676463315559.494
3Item11,5,3,1,6.798567400022876,1676463315.5828948,1676463322.381462,0.0,1676463315582.8948,1676463322381.4622
3Item4,5,3,0,5.16693830001168,1676463322.4058957,1676463327.572834,1.0,1676463322405.8958,1676463327572.834
3Item13,5,3,2,2.598144499992486,1676463327.596681,1676463330.1948256,1.0,1676463327596.6812,1676463330194.8257
3Item10,5,3,1,3.92624609998893,1676463330.219196,1676463334.1454422,1.0,1676463330219.196,1676463334145.442
3Item14,5,3,2,3.2624294999986887,1676463334.163634,1676463337.4260635,1.0,1676463334163.634,1676463337426.0637
3Item3,5,3,0,3.645091100013815,1676463337.446326,1676463341.091417,1.0,1676463337446.326,1676463341091.417
3Item20,5,3,2,8.16817550000269,1676463341.1119545,1676463349.28013,0.0,1676463341111.9543,1676463349280.13
3Item18,5,3,2,6.188284900039434,1676463349.3048043,1676463355.4930892,1.0,1676463349304.8044,1676463355493.089
1spl1,6,1,0,33.32718810000006,1679142861.4015138,1679142894.7287018,1.0,1679142861401.514,1679142894728.702
1Item1,6,1,0,37.45027209999898,1679142921.4616292,1679142958.9119012,1.0,1679142921461.6292,1679142958911.9011
1Item2,6,1,0,37.4167746000021,1679142958.9353974,1679142996.352172,1.0,1679142958935.3977,1679142996352.172
1Item3,6,1,0,76.93097950000083,1679142996.3653924,1679143073.296372,1.0,1679142996365.3923,1679143073296.3718
1Item4,6,1,1,45.3686549999984,1679143073.3244908,1679143118.6931458,1.0,1679143073324.4907,1679143118693.1458
1Item5,6,1,1,62.45291329999964,1679143118.714198,1679143181.1671114,,1679143118714.198,1679143181167.111
1Item6,6,1,1,29.19613039999967,1679143181.1915667,1679143210.3876972,0.0,1679143181191.567,1679143210387.6973
1Item7,6,1,0,11.0,1679143210.3876972,1679143221.3876972,,1679143210387.6973,1679143221387.6973
2spl1,6,2,0,8.451337599999533,1679143333.3479798,1679143341.7993174,1.0,1679143333347.9795,1679143341799.3174
2spl2,6,2,0,20.07755960000213,1679143344.2376616,1679143364.3152213,0.0,1679143344237.6616,1679143364315.2212
2Item1,6,2,0,25.9216751999993,1679143367.2317872,1679143393.1534624,1.0,1679143367231.787,1679143393153.4624
2Item2,6,2,0,18.832838599999377,1679143395.1101675,1679143413.943006,1.0,1679143395110.1675,1679143413943.006
2Item3,6,2,0,24.635083200002555,1679143415.3979032,1679143440.0329864,1.0,1679143415397.9033,1679143440032.9863
2Item4,6,2,1,53.456517300001,1679143441.5700872,1679143495.0266044,1.0,1679143441570.0872,1679143495026.6045
2Item5,6,2,1,43.61073510000279,1679143496.221522,1679143539.8322573,1.0,1679143496221.522,1679143539832.257
2Item6,6,2,1,30.9132740999994,1679143540.9257956,1679143571.8390696,1.0,1679143540925.7957,1679143571839.0696
2Item7,6,2,2,48.53114700000151,1679143573.05939,1679143621.590537,1.0,1679143573059.39,1679143621590.537
2Item8,6,2,2,27.88521430000037,1679143622.767976,1679143650.6531904,0.0,1679143622767.976,1679143650653.1904
2Item9,6,2,2,9.145642799998312,1679143652.185646,1679143661.3312888,0.0,1679143652185.646,1679143661331.2888
2Item10,6,2,0,17.0,1679143662.6030817,1679143679.6030817,,1679143662603.0818,1679143679603.0818
1spl1,7,1,0,15.653868099999954,1675687951.241504,1675687966.8953722,0.0,1675687951241.504,1675687966895.372
1spl2,7,1,0,25.294909800000028,1675687967.0200615,1675687992.3149712,0.0,1675687967020.0615,1675687992314.9712
1Item1,7,1,0,4.954921099999979,1675687992.3497176,1675687997.3046386,1.0,1675687992349.7175,1675687997304.639
1Item2,7,1,0,5.961164800000006,1675687997.3247857,1675688003.2859504,0.0,1675687997324.7856,1675688003285.9504
1Item3,7,1,0,18.477271400000063,1675688003.3036892,1675688021.7809606,1.0,1675688003303.6892,1675688021780.9604
1Item4,7,1,1,14.02146300000004,1675688021.8075042,1675688035.828967,1.0,1675688021807.5042,1675688035828.967
1Item5,7,1,1,15.369667899999968,1675688035.8542542,1675688051.2239225,1.0,1675688035854.2542,1675688051223.9226
1Item6,7,1,1,16.42278840000006,1675688051.2514443,1675688067.6742327,1.0,1675688051251.4443,1675688067674.233
1Item7,7,1,2,10.102128300000004,1675688067.7027037,1675688077.804832,1.0,1675688067702.7036,1675688077804.832
1Item8,7,1,2,11.180641000000035,1675688077.826126,1675688089.006767,0.0,1675688077826.126,1675688089006.767
1Item9,7,1,2,13.177893899999958,1675688089.0319023,1675688102.2097962,0.0,1675688089031.9023,1675688102209.796
1Item10,7,1,2,25.85672480000005,1675688102.234707,1675688128.091432,1.0,1675688102234.707,1675688128091.432
2spl1,7,2,0,15.1046895999998,1675688274.034377,1675688289.1390667,1.0,1675688274034.3772,1675688289139.067
2spl2,7,2,0,20.153525899999977,1675688291.7318387,1675688311.8853643,0.0,1675688291731.8386,1675688311885.3645
2Item1,7,2,0,12.443402200000037,1675688315.5225754,1675688327.9659777,1.0,1675688315522.5754,1675688327965.9778
2Item2,7,2,0,9.701148699999976,1675688329.736274,1675688339.4374228,1.0,1675688329736.274,1675688339437.4229
2Item3,7,2,0,14.770492699999975,1675688341.0848513,1675688355.855344,1.0,1675688341084.8513,1675688355855.344
2Item4,7,2,1,22.14395839999997,1675688357.2687511,1675688379.4127097,1.0,1675688357268.7512,1675688379412.7097
2Item5,7,2,1,15.924407699999849,1675688381.3461962,1675688397.270604,1.0,1675688381346.1963,1675688397270.604
2Item6,7,2,1,13.635534600000028,1675688398.9949994,1675688412.630534,1.0,1675688398994.9995,1675688412630.534
2Item7,7,2,2,30.27041340000005,1675688414.1708407,1675688444.441254,1.0,1675688414170.8408,1675688444441.254
2Item8,7,2,2,20.27645460000008,1675688445.8244364,1675688466.100891,0.0,1675688445824.4363,1675688466100.891
2Item9,7,2,2,16.401468899999827,1675688468.932551,1675688485.33402,1.0,1675688468932.551,1675688485334.02
2Item10,7,2,2,19.500648500000125,1675688487.175622,1675688506.6762705,1.0,1675688487175.622,1675688506676.2705
3spl1,7,3,0,9.64705140000001,1675688611.2872038,1675688620.9342551,1.0,1675688611287.204,1675688620934.2551
3Item15,7,3,2,20.45881320000012,1675688623.3518934,1675688643.8107066,1.0,1675688623351.8933,1675688643810.7063
3Item2,7,3,0,6.611571700000013,1675688643.836125,1675688650.4476967,1.0,1675688643836.125,1675688650447.6968
3Item5,7,3,0,6.266509899999846,1675688650.4719455,1675688656.7384555,1.0,1675688650471.9456,1675688656738.4556
3Item12,7,3,1,8.903063999999858,1675688656.7639475,1675688665.6670115,0.0,1675688656763.9475,1675688665667.0117
3Item6,7,3,0,7.9256891,1675688665.6897504,1675688673.6154394,1.0,1675688665689.7505,1675688673615.4397
3Item8,7,3,1,17.032920800000056,1675688673.6396704,1675688690.6725912,0.0,1675688673639.6704,1675688690672.5913
3Item7,7,3,1,9.171771100000116,1675688690.696323,1675688699.868094,1.0,1675688690696.323,1675688699868.094
3Item9,7,3,1,22.19234530000017,1675688699.8835227,1675688722.075868,0.0,1675688699883.5227,1675688722075.868
3Item17,7,3,2,17.07680839999989,1675688722.100571,1675688739.1773794,0.0,1675688722100.5708,1675688739177.3794
3Item19,7,3,0,4.0,1675688739.1773794,1675688743.1773794,,1675688739177.3794,1675688743177.3794
1spl1,8,1,0,6.1610966000007465,1675427315.8100936,1675427321.9711902,1.0,1675427315810.0938,1675427321971.1902
1spl2,8,1,0,5.233336800010875,1675427322.1254022,1675427327.358739,1.0,1675427322125.402,1675427327358.739
1Item1,8,1,0,6.536476199980825,1675427327.3804164,1675427333.9168923,1.0,1675427327380.4165,1675427333916.8923
1Item2,8,1,0,6.992712100007338,1675427333.9550924,1675427340.9478045,1.0,1675427333955.0923,1675427340947.8044
1Item3,8,1,0,8.11765669999295,1675427340.9781754,1675427349.095832,1.0,1675427340978.1753,1675427349095.832
1Item4,8,1,1,11.619857000012416,1675427349.1231534,1675427360.7430103,1.0,1675427349123.1536,1675427360743.0105
1Item5,8,1,1,3.665781299991068,1675427360.7821474,1675427364.447929,0.0,1675427360782.1477,1675427364447.929
1Item6,8,1,1,10.3181374000269,1675427364.4811068,1675427374.7992442,1.0,1675427364481.1067,1675427374799.244
1Item7,8,1,2,5.364297699998133,1675427374.830606,1675427380.1949036,1.0,1675427374830.606,1675427380194.9036
1Item8,8,1,2,5.245461199985584,1675427380.216182,1675427385.4616432,0.0,1675427380216.182,1675427385461.6433
1Item9,8,1,2,6.652127699984703,1675427385.4743836,1675427392.126511,,1675427385474.3835,1675427392126.511
1Item10,8,1,2,19.6953270000231,1675427392.1539097,1675427411.8492367,1.0,1675427392153.9097,1675427411849.2368
2spl1,8,2,0,4.859529400011525,1675427472.1074016,1675427476.966931,1.0,1675427472107.4016,1675427476966.9312
2spl2,8,2,0,9.328269899997396,1675427479.675053,1675427489.0033228,1.0,1675427479675.053,1675427489003.3228
2Item1,8,2,0,2.755956499982858,1675427489.9863117,1675427492.742268,1.0,1675427489986.3118,1675427492742.268
2Item2,8,2,0,3.23271380001097,1675427493.6871743,1675427496.919888,1.0,1675427493687.1743,1675427496919.888
2Item3,8,2,0,5.113457500003278,1675427497.892554,1675427503.0060115,1.0,1675427497892.554,1675427503006.0117
2Item4,8,2,1,6.305646199994953,1675427503.7938917,1675427510.0995378,0.0,1675427503793.8916,1675427510099.5378
2Item5,8,2,1,4.518718800012721,1675427511.4658532,1675427515.984572,1.0,1675427511465.8533,1675427515984.572
2Item6,8,2,1,7.889346200012369,1675427516.7908683,1675427524.6802144,1.0,1675427516790.8682,1675427524680.2144
2Item7,8,2,2,4.918397800007369,1675427525.4696426,1675427530.3880403,1.0,1675427525469.6426,1675427530388.0403
2Item8,8,2,2,5.241585300012957,1675427531.1744044,1675427536.4159896,0.0,1675427531174.4043,1675427536415.9895
2Item9,8,2,2,4.958712599996943,1675427537.7814996,1675427542.7402122,1.0,1675427537781.4995,1675427542740.2122
2Item10,8,2,2,9.215710699994816,1675427543.554785,1675427552.7704957,0.0,1675427543554.785,1675427552770.4956
3spl1,8,3,0,4.232676200015703,1675427600.6209557,1675427604.853632,1.0,1675427600620.9558,1675427604853.632
3spl2,8,3,0,3.340012500004377,1675427604.8716216,1675427608.2116342,1.0,1675427604871.6216,1675427608211.6345
3Item15,8,3,2,4.643335900007514,1675427608.2340996,1675427612.8774354,1.0,1675427608234.0996,1675427612877.4355
3Item2,8,3,0,3.2744834999903105,1675427612.9047277,1675427616.1792111,1.0,1675427612904.7278,1675427616179.2112
3Item5,8,3,0,10.509596599993529,1675427616.2124383,1675427626.722035,0.0,1675427616212.4382,1675427626722.035
